0;0.17774777;0.9306055
1;0.1693027;0.9365549
2;0.11030179;0.9557867
3;0.10189498;0.9605268
4;0.089841485;0.96586645
5;0.107381314;0.9596609
6;0.08189817;0.97042423
7;0.08272199;0.9687516
8;0.08818304;0.9696349
9;0.08274378;0.9711198
10;0.07568243;0.9718663
11;0.06819352;0.97510797
12;0.077113956;0.9738764
13;0.08082789;0.9731879
14;0.0719527;0.9748182
15;0.0652468;0.97769696
16;0.0701959;0.97666234
17;0.07586805;0.97566676
18;0.07714897;0.9772293
19;0.078107044;0.97503364
20;0.06580784;0.9786968
21;0.071705684;0.9797732
22;0.06712211;0.97761065
23;0.07238224;0.97867244
24;0.072347336;0.9762853
25;0.062186003;0.9796799
26;0.07443995;0.9791417
27;0.07644417;0.9766867
28;0.07099794;0.9797396
29;0.075515896;0.9799604
30;0.06648424;0.97982854
31;0.08111885;0.97596246